inv_nr,gebouw,adres,plaats,provincie,functie,materiaal,sectie,jaar_van,jaar_tot,aantal_bladen,lat,lon,precisie,na_link
8.1,"Ontvangststation van de rijksluchtvaartdienst, gebouwtje voor de Adcockinstallatie",Bosrandweg,Aalsmeer,Noord-Holland,overig,tekening,IB,1937,1937,1,52.29884,4.815719,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/8.1/file/
9.1,Kantoor voor invoerrechten,"Bocholtsestraat 61a-62a/b, Heurne",Aalten,Gelderland,douane & opslag,tekening,IB,1939,1939,2,51.922117,6.580559,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/9.1/file/
10.1,Post- en telegraafgebouw,Weststraat 44-46,Aardenburg,Zeeland,post & telegraaf,tekening,IB,1910,1969,12,51.274014,3.444985,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/10.1/file/
11.1,Grenskantoor,"Rijksweg 23, Eede",Aardenburg,Zeeland,douane & opslag,tekening,IB,1905,1935,2,51.263727,3.453546,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/11.1/file/
12.1,Post- en telegraafgebouw,Voordijk 103A,Abcoude,Utrecht,post & telegraaf,tekening,IB,1951,1951,1,52.271486,4.972951,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/12.1/file/
13.1,Marechausseekazerne,"Straatweg Leeuwarden-Groningen, Buitenpost",Achtkarspelen,Fryslân,politie,tekening,IB,1926,1936,9,53.267051,6.206137,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/13.1/file/
14.1,Kerkgebouw,Burg. Seinenstraat 42,Aduard,Groningen,kerk & religie,tekening,IB,1900,1930,58,53.256448,6.460058,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/14.1/file/
15,Belastinggebouw,,Alkmaar,Noord-Holland,bestuur & financiën,tekening,IB,1930,1940,1,52.601792,4.803308,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/15/file/
16.1,Strafgevangenis Schutterswei,Prins Bernhardlaan 16,Alkmaar,Noord-Holland,gevangeniswezen,tekening,IB,1883,1962,19,52.62494,4.73317,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/16.1/file/
17.1,Rijksopvoedingsgesticht,Gasthuisstraat,Alkmaar,Noord-Holland,gevangeniswezen,tekening,IB,1914,1937,5,52.633255,4.742765,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/17.1/file/
18.1,Arrondissementsrechtbank en rijwielberging,Geestersingel 13,Alkmaar,Noord-Holland,rechtspraak,tekening,IB,1893,1939,2,52.633475,4.738856,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/18.1/file/
19.1,Huis van bewaring Bergerhout,Geestersingel 15,Alkmaar,Noord-Holland,gevangeniswezen,tekening,IB,1894,1900,21,52.633661,4.738853,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/19.1/file/
20.1,Woonhuis / Belastinggebouw / Raad van de kinderbescherming,Kennemerstraat 21,Alkmaar,Noord-Holland,bestuur & financiën,tekening,IB,1901,1920,7,52.635618,4.753224,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/20.1/file/
21.1,"Post- en telegraafgebouw, telefoongebouw",Koorstraat/Heul,Alkmaar,Noord-Holland,post & telegraaf,tekening,IB,1962,1962,8,52.631817,4.743941,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/21.1/file/
22.1,Palenloods van de technische dienst,Kwakelkade,Alkmaar,Noord-Holland,douane & opslag,tekening,IB,1928,1928,1,52.635578,4.75348,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/22.1/file/
23.1,Rijks-h.b.s,Paardenmarkt 1,Alkmaar,Noord-Holland,onderwijs & wetenschap,tekening,IB,1905,1939,2,52.633944,4.745343,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/23.1/file/
24.1,Telefoongebouw,Krikkenstraat 2,Almelo,Overijssel,post & telegraaf,tekening,IB,1933,1934,12,52.353876,6.668265,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/24.1/file/
25.1,Kantongerecht,Marktplein 10,Almelo,Overijssel,rechtspraak,tekening,IB,1951,1951,2,52.356158,6.663091,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/25.1/file/
26.1,Huis van bewaring,Markt 7 / Wierdensestraat 37,Almelo,Overijssel,gevangeniswezen,tekening,IB,1925,1928,35,52.362663,6.64432,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/26.1/file/
27.1,Rijks-h.b.s,Sluiskade NZ 68,Almelo,Overijssel,onderwijs & wetenschap,tekening,IB,1924,1951,13,52.362587,6.663582,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/27.1/file/
28.1,Gerechtsgebouw,Wierdensestraat,Almelo,Overijssel,rechtspraak,tekening,IB,1902,1902,1,52.355673,6.638474,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/28.1/file/
29.1,Kantoorgebouw van de Koninklijke Stoomweverij te Nijverdal / Arrondissementsparket,Wierdensestraat 25,Almelo,Overijssel,museum & paleis,tekening,IB,1927,1927,5,52.355312,6.658254,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/29.1/file/
30.1,Post- en telegraafgebouw,Julianastraat 91,Alphen aan de Rijn,Zuid-Holland,post & telegraaf,tekening,IB,1895,1951,2,52.113322,4.64096,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/30.1/file/
31.1,Kantongerecht,Wilhelminalaan 26,Alphen aan de Rijn,Zuid-Holland,rechtspraak,tekening,IB,1880,1880,4,52.113322,4.64096,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/31.1/file/
33.1,Centraal belastinggebouw,Prins Hendriklaan 15,Amersfoort,Utrecht,bestuur & financiën,tekening,IB,1933,1951,116,52.151743,5.373458,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/33.1/file/
34.1,Rijks-h.b.s. met conciërgewoning,Thorbeckeplein 1,Amersfoort,Utrecht,onderwijs & wetenschap,tekening,IB,1910,1954,115,52.151327,5.368386,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/34.1/file/
35.1,Kadastergebouw / Rijksgeneeskundige dienst,Utrechtsestraat 90,Amersfoort,Utrecht,bestuur & financiën,tekening,IB,1924,1924,1,52.154128,5.385788,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/35.1/file/
36.1,Telefoongebouw,Utrechtseweg 33,Amersfoort,Utrecht,post & telegraaf,tekening,IB,1936,1938,4,52.151371,5.381024,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/36.1/file/
37.1,Rijksopvoedingsgesticht voor jongens c.a,Utrechtseweg 247,Amersfoort,Utrecht,gevangeniswezen,tekening,IB,1908,1934,20,52.140586,5.357941,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/37.1/file/
38.1,Rijksveldwachterwoning,Hoogland,Amersfoort,Utrecht,woningbouw,tekening,IB,1917,1917,2,52.186849,5.379569,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/38.1/file/
40.1,Gebouw Oranje Appel,,Amsterdam,Noord-Holland,overig,tekening,IB,1944,1944,2,52.366487,4.919787,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/40.1/file/
41.1,Politiebureau,Adelaarsweg,Amsterdam,Noord-Holland,politie,tekening,IB,1935,1945,7,52.387997,4.91846,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/41.1/file/
42.1,Politiebureau,Admiraal de Ruyterweg,Amsterdam,Noord-Holland,politie,tekening,IB,1935,1945,2,52.378675,4.857009,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/42.1/file/
43.1,Onderafdelingspolitiebureau,Agolstraat / Vegastraat,Amsterdam,Noord-Holland,politie,tekening,IB,1942,1942,7,52.367782,4.955068,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/43.1/file/
44.1,IJkkantoor,Brouwersgracht 276,Amsterdam,Noord-Holland,bestuur & financiën,tekening,IB,1865,1941,3,52.382988,4.884562,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/44.1/file/
45.1,Rijkskweekschool voor vroedvrouwen,Camperstraat 17,Amsterdam,Noord-Holland,onderwijs & wetenschap,tekening,IB,1897,1935,13,52.358232,4.913316,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/45.1/file/
46.1,Nieuwe bakkerij,Conradstraat 23,Amsterdam,Noord-Holland,overig,tekening,IB,1903,1956,4,52.369074,4.926273,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/46.1/file/
47.1,Paleis,Dam,Amsterdam,Noord-Holland,museum & paleis,tekening,IB,1930,1930,12,52.372971,4.893044,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/47.1/file/
48.1,Nieuwe Kerk,Dam,Amsterdam,Noord-Holland,kerk & religie,tekening,IB,1938,1949,55,52.372971,4.893044,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/48.1/file/
49.1,20-1:100,"Droogbak, Administratiekantoor van de H.IJ.S.M./RijkskantorengebouwBestek-, bouw- en revisietekeningen en opmetingstekeningen, C.B. Posthumus-Meijes, 1",Amsterdam,Noord-Holland,post & telegraaf,tekening,IB,1882,1939,33,52.380171,4.895263,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/49.1/file/
50.1,West-Indischhuis,'s-Gravenhekje,Amsterdam,Noord-Holland,overig,tekening,IB,1885,1944,19,52.372248,4.907593,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/50.1/file/
51.1,"Abschnitt Büro, afdelingspolitiebureau",'s-Gravensandeplein 13/15,Amsterdam,Noord-Holland,politie,tekening,IB,1942,1942,4,52.341128,4.952517,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/51.1/file/
52.1,Strafgevangenis/Huis van bewaring met ambtenaarswoningen,Havenstraat 6,Amsterdam,Noord-Holland,gevangeniswezen,tekening,IB,1887,1971,45,52.348562,4.854972,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/52.1/file/
53.1,Agentschap van financiën,Herengracht 344-346,Amsterdam,Noord-Holland,bestuur & financiën,tekening,IB,1921,1940,17,52.369082,4.886379,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/53.1/file/
54.1,Agentschap van financiën,Herengracht 380,Amsterdam,Noord-Holland,bestuur & financiën,tekening,IB,1888,1888,2,52.368094,4.886316,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/54.1/file/
55.1,Rijkskantoor,Herengracht 410,Amsterdam,Noord-Holland,bestuur & financiën,tekening,IB,1930,1940,2,52.370191,4.887126,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/55.1/file/
56.1,Veiligheidsmuseum,Hobbemastraat,Amsterdam,Noord-Holland,museum & paleis,tekening,IB,1911,1939,5,52.360138,4.883405,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/56.1/file/
57.1,Rijksinstituut tot opleiding van tekenleraar,Hobbemastraat (Rijksmuseum),Amsterdam,Noord-Holland,museum & paleis,tekening,IB,1920,1930,1,52.360138,4.883405,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/57.1/file/
58.1,Afdelingspolitiebureau,Insulindeweg 115-117 / Riouwstraat 106-110,Amsterdam,Noord-Holland,politie,tekening,IB,1942,1942,3,52.362053,4.941446,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/58.1/file/
59.1,"Marine Etablissement, 's-Rijkswerf",Kattenburgerplein / Katteburgerstraat,Amsterdam,Noord-Holland,militair,tekening,IB,,,240,52.371223,4.915991,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/59.1/file/
74.1,"Huis van bewaring, rechtbank, c.a",Kleine Gartmanplantsoen,Amsterdam,Noord-Holland,gevangeniswezen,tekening,IB,,,52,52.363316,4.883214,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/74.1/file/
81.1,"Trippenhuis, Koninklijke Nederlandse Akademie van Wetenschappen",Kloveniersburgwal 27-31,Amsterdam,Noord-Holland,museum & paleis,tekening,IB,1895,1944,68,52.370007,4.898105,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/81.1/file/
82.1,"Villa, Raad van de jeugdvorming",Koningslaan 65,Amsterdam,Noord-Holland,woningbouw,tekening,IB,1907,1965,3,52.355122,4.864238,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/82.1/file/
83,Kantoor van het bestuur van de rijksbelastingen in Noord-Holland,Jan Luykenstraat 7,Amsterdam,Noord-Holland,bestuur & financiën,tekening,IB,1930,1940,1,52.359862,4.882284,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/83/file/
84.1,"Nieuwe Huishoudschool, Centraal Laboratorium",G. Metsustraat 8,Amsterdam,Noord-Holland,onderwijs & wetenschap,tekening,IB,1907,1930,11,52.355871,4.882114,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/84.1/file/
85.1,"Oostelijke Handelskade 34; Lloyd-hotel, rijksinrichting voor jongens",,Amsterdam,Noord-Holland,overig,tekening,IB,1917,1945,18,52.366487,4.919787,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/85.1/file/
86.1,Oost-Indisch Huis St.-Jorishof en Bushuis / Rijksbelastinggebouw,Oude Hoogstraat 24 / Kloveniersburgwal 48,Amsterdam,Noord-Holland,overig,tekening,IB,1845,1944,29,52.371257,4.897749,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/86.1/file/
87.1,Herenhuizen,Paulus Potterstraat 34,Amsterdam,Noord-Holland,overig,tekening,IB,1901,1901,4,52.35871,4.879993,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/87.1/file/
88.1,Aalmoezeniersweeshuis / Paleis van Justitie,Prinsengracht 432,Amsterdam,Noord-Holland,rechtspraak,tekening,IB,1822,1952,85,52.368774,4.882864,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/88.1/file/
89.1,Entrepotdok,Rietlanden,Amsterdam,Noord-Holland,douane & opslag,tekening,IB,1895,1905,2,52.367782,4.955068,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/89.1/file/
90.1,Politiebureau met woningen,Rijnstraat 95-111,Amsterdam,Noord-Holland,politie,tekening,IB,1955,1965,4,52.344718,4.906098,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/90.1/file/
91.1,Gebouw Drie Koningen / Gewestelijk arbeidsbureau,Singel 202-208,Amsterdam,Noord-Holland,bestuur & financiën,tekening,IB,1920,1921,60,52.374088,4.888407,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/91.1/file/
92.1,Bungehuis,Spuistraat / hoek Paleisstraat,Amsterdam,Noord-Holland,museum & paleis,tekening,IB,1934,1935,33,52.373616,4.889882,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/92.1/file/
93.1,Rijksmuseum c.a,Stadhouderskade 42,Amsterdam,Noord-Holland,museum & paleis,tekening,IB,1878,1955,411,52.360827,4.884463,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/93.1/file/
94.1,Stadhouderskade 84; Internaat voor onbehuisde schoolgaande kinderen,,Amsterdam,Noord-Holland,onderwijs & wetenschap,tekening,IB,1933,1934,6,52.366487,4.919787,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/94.1/file/
95.1,Rijksacademie van Beeldende Kunsten,Stadhouderskade 86,Amsterdam,Noord-Holland,onderwijs & wetenschap,tekening,IB,1870,1937,23,52.357685,4.894654,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/95.1/file/
96.1,"Politiepost, revierbureau",Stadionweg 131-137,Amsterdam,Noord-Holland,politie,tekening,IB,1935,1945,2,52.346439,4.86895,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/96.1/file/
97.1,Vrachtgoederenloods van de H.IJ.S.M,Westerdok,Amsterdam,Noord-Holland,douane & opslag,tekening,IB,1923,1923,1,52.385596,4.891637,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/97.1/file/
98.1,"Koloniaal Etablissement, rijkspolitie te water",Westerdoksdijk 2,Amsterdam,Noord-Holland,politie,tekening,IB,1901,1917,24,52.386446,4.892736,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/98.1/file/
99.1,Rijksluchtvaartdienst,"Schipholweg 270, Badhoevedorp",Amsterdam,Noord-Holland,overig,tekening,IB,1930,1940,1,52.303488,4.94717,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/99.1/file/
100.1,Post- en telegraafgebouw,"Dorpsstraatweg, Nieuwendam",Amsterdam,Noord-Holland,post & telegraaf,tekening,IB,1895,1936,4,52.367782,4.955068,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/100.1/file/
101.1,Vliegtuigloods met wachtgebouw,Schellingwoude,Amsterdam,Noord-Holland,militair,tekening,IB,1915,1922,91,52.390388,4.967751,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/101.1/file/
102.1,Hulp- post- en telegraafgebouw,"Tegenover de Oranjesluizen, Schellingwoude",Amsterdam,Noord-Holland,post & telegraaf,tekening,IB,1905,1930,1,52.338254,4.928964,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/102.1/file/
103.1,Drinkwatervoorziening,"Haagseweg 50, Sloten",Amsterdam,Noord-Holland,overig,tekening,IB,1902,1948,16,52.333398,4.808359,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/103.1/file/
104.1,Kazerne voor een brigade marechaussee,Eexterveensekanaal 292-294,Anloo,Drenthe,politie,tekening,IB,1910,1910,1,53.035216,6.69963,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/104.1/file/
105.1,"Aartsbisschoppelijk Klein-Seminarie, complex de Weyert, Rijkspolitie Verkeersschool C.I.O.V",Arnhemseweg 346-348,Apeldoorn,Gelderland,politie,tekening,IB,1927,1935,61,52.188026,5.960332,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/105.1/file/
106.1,Post- en telegraafgebouw,Deventerstraat 16-18,Apeldoorn,Gelderland,post & telegraaf,tekening,IB,1930,1937,36,52.215681,5.962851,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/106.1/file/
107.1,Stationspostgebouw,,Apeldoorn,Gelderland,overig,tekening,IB,1905,1951,1,52.189858,5.921909,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/107.1/file/
108.1,Koninklijk Paleis Het Loo en aangehorigheden / Museum,,Apeldoorn,Gelderland,museum & paleis,tekening,IB,,,63,52.189858,5.921909,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/108.1/file/
129.1,Radio Kootwijk c.a,Kootwijkse Zand,Apeldoorn,Gelderland,overig,tekening,IB,1920,1940,179,52.151153,6.017027,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/129.1/file/
130.1,P.T.T.-gebouw,"Dorpsstraat 82-84, Beekbergen",Apeldoorn,Gelderland,overig,tekening,IB,1915,1963,5,52.224116,5.979466,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/130.1/file/
131.1,Museum Hoenderloo,Hoenderloo,Apeldoorn,Gelderland,museum & paleis,tekening,IB,1927,1928,5,52.18195,5.916082,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/131.1/file/
132.1,"Aardhuisweg 8, Uddel; Eindcentrale",,Apeldoorn,Gelderland,overig,tekening,IB,1925,1935,1,52.189858,5.921909,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/132.1/file/
133.1,Telefoongebouw,Uddel,Apeldoorn,Gelderland,post & telegraaf,tekening,IB,1939,1939,1,52.247572,5.820149,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/133.1/file/
134.1,Post- en telegraafgebouw,Koningstraat 67-67a,Appingedam,Groningen,post & telegraaf,tekening,IB,1900,1935,3,53.323278,6.858542,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/134.1/file/
135.1,Rijks-h.b.s. met conciërgewoning,Wilhelminaweg 14,Appingedam,Groningen,onderwijs & wetenschap,tekening,IB,1916,1916,11,53.324031,6.862803,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/135.1/file/
136.1,Kweekschool,,Arnhem,Gelderland,onderwijs & wetenschap,tekening,IB,1900,1910,1,52.001137,5.892592,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/136.1/file/
137.1,IJkkantoor,Bentinckstraat 30,Arnhem,Gelderland,bestuur & financiën,tekening,IB,1916,1916,1,51.980925,5.908709,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/137.1/file/
138.1,Provinciaal bestuur van Gelderland,Grote Markt,Arnhem,Gelderland,bestuur & financiën,tekening,IB,,,34,51.97803,5.90981,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/138.1/file/
140.1,Woning van de commissaris van de Koningin,Grote Markt,Arnhem,Gelderland,woningbouw,tekening,IB,1915,1944,13,51.97803,5.90981,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/140.1/file/
141.1,"Paleis van justitie, kantongerecht, huis van bewaring",Grote Markt / St.-Walburgstraat en St.-Walburgplein,Arnhem,Gelderland,gevangeniswezen,tekening,IB,1897,1930,10,51.97803,5.90981,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/141.1/file/
142.1,Post- en telegraafgebouw,Jansplein 56,Arnhem,Gelderland,post & telegraaf,tekening,IB,1885,1954,4,51.982295,5.907297,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/142.1/file/
143.1,"Gebouw voor hypotheken, kadaster en registratie",Nieuwstraat 2,Arnhem,Gelderland,bestuur & financiën,tekening,IB,1909,1915,16,51.978748,5.905984,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/143.1/file/
144.1,"Stationspostgebouw, pakketpostgebouw",Oude Stationsstraat,Arnhem,Gelderland,overig,tekening,IB,1900,1936,2,51.983982,5.90404,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/144.1/file/
145.1,Koninklijk Militair Invalidenhuis Bronbeek,Velperweg 147,Arnhem,Gelderland,militair,tekening,IB,1889,1945,8,51.994985,5.950277,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/145.1/file/
146.1,Pensionaat Sacre Coeur / Rijkspolitie- opleidingsschool,Velperweg 158,Arnhem,Gelderland,politie,tekening,IB,1927,1927,8,51.991879,5.947247,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/146.1/file/
147.1,Huis van bewaring,Walburgstraat 4,Arnhem,Gelderland,gevangeniswezen,tekening,IB,1903,1905,8,51.978476,5.911487,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/147.1/file/
148.1,Gevangenis / Huis van bewaring,Wilhelminastraat 16,Arnhem,Gelderland,gevangeniswezen,tekening,IB,1882,1919,23,51.984887,5.879653,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/148.1/file/
149.1,Verzekeringsmaatschappij De Nederlanden van 1845,Willemsplein 5/6,Arnhem,Gelderland,overig,tekening,IB,1938,1938,13,51.983744,5.905455,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/149.1/file/
150.1,Landbouwhuis,,Assen,Drenthe,overig,tekening,IB,1937,1937,1,53.001273,6.552466,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/150.1/file/
151.1,Rijks-h.b.s,Beilerstraat 30-32,Assen,Drenthe,onderwijs & wetenschap,tekening,IB,1895,1945,9,52.989788,6.557999,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/151.1/file/
152.1,Pand gelegen links van het provinciehuis,Brink,Assen,Drenthe,bestuur & financiën,tekening,IB,1945,1945,1,52.993443,6.563129,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/152.1/file/
153.1,Gouvernementsgebouw / Rijksarchief,Brink 4,Assen,Drenthe,bestuur & financiën,tekening,IB,,,57,52.993443,6.563129,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/153.1/file/
158.1,Huis van bewaring,Brink 9,Assen,Drenthe,gevangeniswezen,tekening,IB,1843,1946,40,52.993443,6.563129,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/158.1/file/
159.1,Gerechtsgebouw,Brinkstraat 4,Assen,Drenthe,rechtspraak,tekening,IB,1830,1945,60,52.994505,6.563631,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/159.1/file/
160.1,Ambtswoning van de commissaris van de Koningin,Kloosterstraat,Assen,Drenthe,kerk & religie,tekening,IB,1880,1945,5,52.993022,6.564786,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/160.1/file/
161.1,Koetshuis bij de commissariswoning,Kloosterstraat,Assen,Drenthe,kerk & religie,tekening,IB,1944,1944,1,52.993022,6.564786,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/161.1/file/
162.1,Kloostermuur met pomp,Kloosterstraat,Assen,Drenthe,kerk & religie,tekening,IB,1943,1943,1,52.993022,6.564786,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/162.1/file/
163.1,Villa Betsy,Dr Nassaulaan 12,Assen,Drenthe,woningbouw,tekening,IB,1897,1897,6,52.991445,6.556748,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/163.1/file/
164.1,Woonhuis / Woning van de Commissaris van de Koningin,Dr Nassaulaan 20,Assen,Drenthe,woningbouw,tekening,IB,1915,1915,1,52.991203,6.555759,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/164.1/file/
165.1,Consultatiebureau,Oosterhoutstraat,Assen,Drenthe,overig,tekening,IB,1923,1925,2,52.989474,6.563289,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/165.1/file/
166.1,"Landbouwhuis, dependance kantongerecht",Oostersingel 11,Assen,Drenthe,rechtspraak,tekening,IB,1920,1939,3,52.993087,6.565549,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/166.1/file/
167.1,Raad van Arbeid,Stationsstraat 23-25,Assen,Drenthe,overig,tekening,IB,1934,1934,3,52.993348,6.568561,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/167.1/file/
