inv_nr,gebouw,adres,plaats,provincie,functie,materiaal,sectie,jaar_van,jaar_tot,aantal_bladen,lat,lon,precisie,na_link
698.1,Belastinggebouw,Markt,Helmond,Noord-Brabant,bestuur & financiën,tekening,IB,1910,1928,2,51.479894,5.656261,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/698.1/file/
699.1,Rijks-h.b.s. c.a,Molenstraat 191,Helmond,Noord-Brabant,onderwijs & wetenschap,tekening,IB,1877,1920,5,51.478546,5.661714,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/699.1/file/
700.1,Telefoongebouw,Watermolenwal 15,Helmond,Noord-Brabant,post & telegraaf,tekening,IB,1954,1954,1,51.481424,5.655434,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/700.1/file/
701.1,Post- en telegraafgebouw,Watermolenwal 16,Helmond,Noord-Brabant,post & telegraaf,tekening,IB,1954,1954,3,51.481424,5.655434,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/701.1/file/
702.1,Kantongerecht,Weg op de Heuvel 9-11,Helmond,Noord-Brabant,rechtspraak,tekening,IB,1904,1907,4,51.476641,5.658944,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/702.1/file/
703.1,Post- en telegraafgebouw,Dorpsstraat,Hengelo (Gld),Gelderland,post & telegraaf,tekening,IB,1916,1930,2,52.040696,6.332023,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/703.1/file/
704.1,Marechausseekazerne,,Hengelo (O),Overijssel,politie,tekening,IB,1933,1933,1,52.254906,6.778194,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/704.1/file/
705.1,"Belastinggebouw, woning van de inspecteur",Ansinkweg 1,Hengelo (O),Overijssel,bestuur & financiën,tekening,IB,1926,1938,8,52.284243,6.83536,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/705.1/file/
706.1,Magazijn van de technische dienst,B.F. Hofstedestraat,Hengelo (O),Overijssel,douane & opslag,tekening,IB,1933,1933,1,52.263632,6.795359,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/706.1/file/
707.1,Belastingkantoor / Telefoongebouw / Post- en telegraafgebouw,Enschedesestraat / B.F. Hofstedestraat,Hengelo (O),Overijssel,post & telegraaf,tekening,IB,1931,1939,11,52.256459,6.811898,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/707.1/file/
708.1,"Telefoongebouw, belastinggebouw",Enschedesestraat 50,Hengelo (O),Overijssel,post & telegraaf,tekening,IB,1931,1933,16,52.256459,6.811898,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/708.1/file/
709.1,Hypotheek- en kadastergebouw,,'s-Hertogenbosch,Noord-Brabant,bestuur & financiën,tekening,IB,1910,1920,1,51.716809,5.351926,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/709.1/file/
710.1,Districtscentrale,Prins Bernhardstraat 12,'s-Hertogenbosch,Noord-Brabant,overig,tekening,IB,1935,1936,18,51.685455,5.30314,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/710.1/file/
711.1,Spoorwegpostgebouw,Boschveldweg 2 / Parallelweg,'s-Hertogenbosch,Noord-Brabant,overig,tekening,IB,1934,1938,37,51.693235,5.295407,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/711.1/file/
712.1,Rijks-h.b.s,Hekellaan 4,'s-Hertogenbosch,Noord-Brabant,onderwijs & wetenschap,tekening,IB,1903,1908,13,51.685425,5.313458,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/712.1/file/
713.1,Villa voor dr. G. de Gruyter,Koningsweg 2,'s-Hertogenbosch,Noord-Brabant,woningbouw,tekening,IB,1930,1930,4,51.68622,5.29386,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/713.1/file/
714.1,Herenhuizen/Ontvangstkantoor der belastingen,Koningsweg 40,'s-Hertogenbosch,Noord-Brabant,bestuur & financiën,tekening,IB,1919,1919,4,51.686146,5.294115,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/714.1/file/
715.1,Telefoongebouw,De Mortel,'s-Hertogenbosch,Noord-Brabant,post & telegraaf,tekening,IB,1935,1936,12,51.685502,5.304154,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/715.1/file/
716.1,Justitiegebouwen,Spinhuiswal / St.-Jorisstraat,'s-Hertogenbosch,Noord-Brabant,overig,tekening,IB,,,19,51.684888,5.301335,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/716.1/file/
719.1,Belastinggebouw,Stationsweg,'s-Hertogenbosch,Noord-Brabant,bestuur & financiën,tekening,IB,1920,1920,1,51.690331,5.297389,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/719.1/file/
720.1,"Gouvernementsgebouw / Woning van de Commissaris van de Koningin, plantenkas in de tuin",Verwerstraat 41,'s-Hertogenbosch,Noord-Brabant,bestuur & financiën,tekening,IB,1908,1944,15,51.705489,5.274992,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/720.1/file/
721.1,Gouvernementsgebouw / Archiefgebouw / Rijkswaterstaat,Verwerstraat / Waterstraat 16,'s-Hertogenbosch,Noord-Brabant,bestuur & financiën,tekening,IB,1908,1931,17,51.71873,5.296007,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/721.1/file/
722.1,Rijksarchief / Archieven van justitie,Waterstraat 20,'s-Hertogenbosch,Noord-Brabant,overig,tekening,IB,1880,1932,9,51.686711,5.304198,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/722.1/file/
723.1,Rijkskantorengebouw / Rijkswaterstaat,Wolvenhoek 7,'s-Hertogenbosch,Noord-Brabant,overig,tekening,IB,1930,1930,2,51.686775,5.30307,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/723.1/file/
724.1,Post- en telegraafgebouw,Botermarkt 2,Heusden,Noord-Brabant,post & telegraaf,tekening,IB,1929,1929,1,51.734316,5.138272,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/724.1/file/
725.1,Post- en telegraafgebouw,Hoofdstraat 36-38,Hillegom,Zuid-Holland,post & telegraaf,tekening,IB,1911,1966,31,52.294215,4.58011,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/725.1/file/
726.1,P.T.T.-gebouw,,Hilversum,Noord-Holland,overig,tekening,IB,1935,1945,1,52.223109,5.168037,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/726.1/file/
727.1,Postgebouw,Kerkbrink,Hilversum,Noord-Holland,post & telegraaf,tekening,IB,1904,1928,2,52.223945,5.171458,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/727.1/file/
728.1,Telefoon- en telegraafgebouw,Kerkstraat,Hilversum,Noord-Holland,post & telegraaf,tekening,IB,1900,1929,4,52.225218,5.174456,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/728.1/file/
729.1,Kantongerecht,Kerkstraat 82-84,Hilversum,Noord-Holland,rechtspraak,tekening,IB,1912,1912,2,52.22513,5.173394,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/729.1/file/
730.1,Kantoor en woning voor de ontvanger der registratie en domeinen,Vondellaan,Hilversum,Noord-Holland,bestuur & financiën,tekening,IB,1905,1915,1,52.223816,5.167307,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/730.1/file/
731.1,Belastinggebouw,Vondellaan 9,Hilversum,Noord-Holland,bestuur & financiën,tekening,IB,1925,1940,5,52.223816,5.167307,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/731.1/file/
732.1,Post- en telegraafgebouw,Prins Hendrikstraat 187,Hoek van Holland,Zuid-Holland,post & telegraaf,tekening,IB,1929,1929,1,51.976128,4.133086,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/732.1/file/
733.1,Stallencomplex,Rietdijkstraat 128,Hoek van Holland,Zuid-Holland,landbouw & veeteelt,tekening,IB,1905,1912,4,51.977847,4.129557,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/733.1/file/
734.1,Belastinggebouw / Woningen,Rietdijkstraat 132-134,Hoek van Holland,Zuid-Holland,bestuur & financiën,tekening,IB,1898,1921,8,51.976833,4.128872,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/734.1/file/
735.1,Lichtwachterswoningen,"Seinpad 29, 31-35",Hoek van Holland,Zuid-Holland,overig,tekening,IB,1921,1924,18,51.980851,4.116953,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/735.1/file/
736.1,Kantongerecht,Brinkstraat 30,Hoogeveen,Drenthe,rechtspraak,tekening,IB,1900,1900,2,52.72968,6.477164,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/736.1/file/
737.1,Rijkspolitiekazerne,Pesserstraat 21-27,Hoogeveen,Drenthe,militair,tekening,IB,1933,1940,4,52.733916,6.475873,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/737.1/file/
738.1,Post- en telegraafgebouw,Kerkstraat,Hoogezand,Groningen,post & telegraaf,tekening,IB,1916,1916,2,53.160209,6.756163,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/738.1/file/
739.1,Rijks-h.b.s,Sappemeer,Sappemeer,Groningen,onderwijs & wetenschap,tekening,IB,1877,1925,12,53.167388,6.80879,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/739.1/file/
740.1,Post- en telegraafgebouw,Noorderstraat 302,Sappemeer,Groningen,post & telegraaf,tekening,IB,1930,1934,3,53.1641,6.795232,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/740.1/file/
741.1,Rijkszuivelconsulentschap,Breed,Hoorn,Noord-Holland,overig,tekening,IB,1925,1935,1,52.642288,5.053824,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/741.1/file/
742.1,Herenhuis / Woning directeur Rijks-h.b.s,Doelenkade,Hoorn,Noord-Holland,onderwijs & wetenschap,tekening,IB,1920,1930,1,52.638855,5.064104,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/742.1/file/
743.1,Grote Oost,,Hoorn,Noord-Holland,overig,tekening,IB,1895,1895,1,52.629932,5.071925,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/743.1/file/
744.1,Grote Oost 24,,Hoorn,Noord-Holland,overig,tekening,IB,1943,1944,2,52.629932,5.071925,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/744.1/file/
745.1,Hypotheek- en kadasterkantoor,Grote Oost 26,Hoorn,Noord-Holland,bestuur & financiën,tekening,IB,1936,1939,2,52.639831,5.063119,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/745.1/file/
746.1,Post- en telegraafgebouw,Grote Oost 28-30,Hoorn,Noord-Holland,post & telegraaf,tekening,IB,1870,1936,3,52.639831,5.063119,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/746.1/file/
747.1,Belastinggebouw,Grote Oost 41,Hoorn,Noord-Holland,bestuur & financiën,tekening,IB,1917,1917,1,52.63957,5.061447,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/747.1/file/
748.1,Waterstaat,Grote Oost 51,Hoorn,Noord-Holland,overig,tekening,IB,1934,1940,9,52.639692,5.062122,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/748.1/file/
749.1,Kantongerecht / Belastinginspectiegebouw,Grote Oost 53,Hoorn,Noord-Holland,rechtspraak,tekening,IB,1905,1915,2,52.63972,5.062263,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/749.1/file/
750.1,Grote Oost 55,,Hoorn,Noord-Holland,overig,tekening,IB,1935,1945,1,52.629932,5.071925,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/750.1/file/
751.1,Rijkswerkinrichting,Hoofd 1 / Oostereiland,Hoorn,Noord-Holland,gevangeniswezen,tekening,IB,1870,1930,34,52.63674,5.062946,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/751.1/file/
752.1,Rijks-h.b.s,Joh. Messchaertstraat 1-5 / Bontekoestraat,Hoorn,Noord-Holland,onderwijs & wetenschap,tekening,IB,1908,1919,28,52.643558,5.065768,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/752.1/file/
753.1,Rijkslandbouwproefstation / Zuivelboerderij / Woningen / Belastinggebouw,Keern 33-33a,Hoorn,Noord-Holland,onderwijs & wetenschap,tekening,IB,1899,1935,28,52.647204,5.047266,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/753.1/file/
754.1,Arbeiderswoningen,Keern 111,Hoorn,Noord-Holland,overig,tekening,IB,1929,1929,3,52.651135,5.045338,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/754.1/file/
755.1,Muntstraat 6,,Hoorn,Noord-Holland,bestuur & financiën,tekening,IB,1920,1930,1,52.629932,5.071925,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/755.1/file/
756.1,Telefoongebouw,Noorderstraat 5,Hoorn,Noord-Holland,post & telegraaf,tekening,IB,1939,1940,53,52.644,5.056417,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/756.1/file/
757.1,V.O.C.-pakhuizen,Onder de Boompjes,Hoorn,Noord-Holland,overig,tekening,IB,1942,1942,5,52.642314,5.06106,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/757.1/file/
758.1,Westfries Museum / Gerechtsgebouw,Rode Steen 1,Hoorn,Noord-Holland,rechtspraak,tekening,IB,1899,1909,3,52.659077,5.101319,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/758.1/file/
759.1,Ambtenaarswoning,West 6,Hoorn,Noord-Holland,woningbouw,tekening,IB,1902,1902,3,52.637995,5.058116,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/759.1/file/
760.1,Post- en telegraafgebouw,Veemarkt 3,Horst,Limburg,post & telegraaf,tekening,IB,1931,1931,1,51.453839,6.051524,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/760.1/file/
761.1,Post- en telegraafgebouw,Kerkstraat,Huizen,Noord-Holland,post & telegraaf,tekening,IB,1910,1940,1,52.298191,5.236223,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/761.1/file/
762.1,Post- en telegraafgebouw,Gentsestraat 16,Hulst,Zeeland,post & telegraaf,tekening,IB,1904,1930,5,51.279204,4.051679,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/762.1/file/
763.1,'s-Landshuis / Kantongerecht / Ministerie van Financiën,Steenstraat 37,Hulst,Zeeland,rechtspraak,tekening,IB,1920,1944,9,51.281279,4.051665,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/763.1/file/
764.1,Grenskantoor met woning,"Gravenstraat 375, Clinge",Hulst,Zeeland,douane & opslag,tekening,IB,1915,1925,1,51.269534,4.08937,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/764.1/file/
765.1,Grenskantoor,"Gentsevaart 16-18, Kappellebrug",Hulst,Zeeland,douane & opslag,tekening,IB,1887,1935,4,51.253496,4.065604,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/765.1/file/
766.1,Grenskantoor,"Ellestraat, St.-Jansteen",Hulst,Zeeland,douane & opslag,tekening,IB,1930,1940,1,51.247336,4.034499,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/766.1/file/
767.1,Grenskantoor,"Napoleonsweg, Ittervoort",Hunsel,Limburg,douane & opslag,tekening,IB,1910,1920,1,51.191597,5.823855,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/767.1/file/
768.1,Kasteel,,IJsselstein,Utrecht,overig,tekening,IB,1895,1942,20,52.027712,5.028791,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/768.1/file/
769.1,Post- en telegraafgebouw,Utrechtsestraat,IJsselstein,Utrecht,post & telegraaf,tekening,IB,1900,1926,3,52.020401,5.044989,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/769.1/file/
770.1,Post- en telegraafgebouw,Oudestraat 137,Kampen,Overijssel,post & telegraaf,tekening,IB,1901,1940,24,52.559329,5.916327,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/770.1/file/
771.1,Het Gotische Huis,Oudestraat 158,Kampen,Overijssel,overig,tekening,IB,1906,1920,19,52.55946,5.915808,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/771.1/file/
772.1,Telefoongebouw,Zeeweg 127 / Julianalaan,Katwijk,Zuid-Holland,post & telegraaf,tekening,IB,1939,1940,8,52.19941,4.413764,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/772.1/file/
773.1,Post- en telegraafgebouw,"Voorstraat 43, Katwijk aan Zee",Katwijk,Zuid-Holland,post & telegraaf,tekening,IB,1891,1930,2,52.203527,4.396852,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/773.1/file/
774.1,Hypotheek en- kadastergebouw,,Kerkrade,Limburg,bestuur & financiën,tekening,IB,1902,1902,3,50.871826,6.050974,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/774.1/file/
775.1,Grenskantoor met ontvangerswoning,Locht 197,Kerkrade,Limburg,douane & opslag,tekening,IB,1928,1928,1,50.854295,6.012276,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/775.1/file/
776.1,Post- en telegraafgebouw,Hoofdstraat,Kerkrade,Limburg,post & telegraaf,tekening,IB,1910,1936,10,50.8639,6.067449,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/776.1/file/
777.1,Belastinggebouw,Wilhelminastraat 41,Kerkrade,Limburg,bestuur & financiën,tekening,IB,1900,1939,30,50.86718,6.068443,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/777.1/file/
778.1,Grenskantoor,Bleyerheide,Kerkrade,Limburg,douane & opslag,tekening,IB,1910,1920,1,50.855701,6.043561,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/778.1/file/
779.1,Hulppost- en telegraafgebouw,Eygelshoven,Kerkrade,Limburg,post & telegraaf,tekening,IB,1921,1923,45,50.896908,6.048939,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/779.1/file/
780.1,Post- en telegraafgebouw,Voorstraat / Poststraat,Klundert,Noord-Brabant,post & telegraaf,tekening,IB,1907,1907,2,51.663257,4.533799,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/780.1/file/
781.1,Telefoongebouw,"Dijk, Broek op Langedijk",Langedijk,Noord-Holland,post & telegraaf,tekening,IB,1935,1945,1,52.671012,4.803071,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/781.1/file/
782.1,Telefoongebouw,"Waarddijk West 4, Noord-Scharwoude",Langedijk,Noord-Holland,post & telegraaf,tekening,IB,1938,1939,69,52.676564,4.80214,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/782.1/file/
783.1,Post- en telegraafgebouw en telefooncentrale,Schouterbosje,Laren,Noord-Holland,post & telegraaf,tekening,IB,1905,1936,8,52.250671,5.221323,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/783.1/file/
784.1,Post- en telegraafgebouw,Meent 57-59,Leerdam,Utrecht,post & telegraaf,tekening,IB,1908,1929,5,51.892649,5.092559,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/784.1/file/
785.1,Telefoongebouw,,Leersum,Utrecht,post & telegraaf,tekening,IB,1935,1951,2,52.02294,5.432285,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/785.1/file/
786.1,Kasteel Broekhuizen,"Broekhuizerlaan 1, Broekhuizen",Leersum,Utrecht,woningbouw,tekening,IB,1897,1906,4,52.012606,5.407045,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/786.1/file/
787.1,Gouvernementsgebouw,,Leeuwarden,Fryslân,bestuur & financiën,tekening,IB,1943,1953,1,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/787.1/file/
788.1,Hotel Weidema / Rijkskweekschool,,Leeuwarden,Fryslân,onderwijs & wetenschap,tekening,IB,1929,1929,1,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/788.1/file/
789.1,"Gevangenis, huis van bewaring c.a",Blokhuisplein,Leeuwarden,Fryslân,gevangeniswezen,tekening,IB,,,54,53.200071,5.799572,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/789.1/file/
794.1,Kantongerecht / IJkkantoor,Droevendaal / Oosterkade,Leeuwarden,Fryslân,rechtspraak,tekening,IB,1879,1916,39,53.18844,5.746148,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/794.1/file/
795.1,Raad van de arbeid,Eewal,Leeuwarden,Fryslân,overig,tekening,IB,1938,1938,4,53.202899,5.797912,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/795.1/file/
796.1,Hypotheek- en kadastergebouw,Gouverneursplein 44,Leeuwarden,Fryslân,bestuur & financiën,tekening,IB,1897,1897,2,53.202554,5.796439,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/796.1/file/
797.1,"Woonhuis van Mr. C.H. Beekhuis / Rijkspolitie / Rijkswaterstaat, dienstkring Waddeneilanden",Harlingerstraatweg 44,Leeuwarden,Fryslân,politie,tekening,IB,1930,1931,19,53.204817,5.781244,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/797.1/file/
798.1,Woning van de Commissaris van de Koningin,Hofplein,Leeuwarden,Fryslân,woningbouw,tekening,IB,1897,1937,17,53.202367,5.795837,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/798.1/file/
799.1,Ambtenaarswoningen van de gevangenis,Keizersgracht 1-13,Leeuwarden,Fryslân,gevangeniswezen,tekening,IB,1905,1935,4,53.200353,5.800614,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/799.1/file/
800.1,Inspectie posterijen en telegrafie / Inspectie domeinen / Rijksconsulentschap van Sociale Zaken,Noordersingel 100,Leeuwarden,Fryslân,post & telegraaf,tekening,IB,1895,1935,4,53.204838,5.788362,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/800.1/file/
801.1,Belastinggebouw,Oostergrachtswal 21,Leeuwarden,Fryslân,bestuur & financiën,tekening,IB,1910,1920,1,53.201276,5.803218,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/801.1/file/
802.1,"Telegraafmagazijn, materiaalgebouw van de P.T.T",Schrans 2,Leeuwarden,Fryslân,post & telegraaf,tekening,IB,1920,1938,23,53.195819,5.798101,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/802.1/file/
803.1,Telegraafpalenloods,Spoorhaven,Leeuwarden,Fryslân,post & telegraaf,tekening,IB,1915,1925,1,53.18844,5.746148,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/803.1/file/
804.1,Stationspostgebouw,Stationsweg,Leeuwarden,Fryslân,overig,tekening,IB,1930,1930,6,53.196927,5.794319,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/804.1/file/
805.1,Turfmarkt,,Leeuwarden,Fryslân,overig,tekening,IB,1839,1839,1,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/805.1/file/
806.1,Rijkswaterstaat,Turfmarkt 8,Leeuwarden,Fryslân,overig,tekening,IB,1939,1962,9,53.202894,5.801281,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/806.1/file/
807.1,Kanselarij / Rijksarchief / Bibliotheek,Turfmarkt 13,Leeuwarden,Fryslân,overig,tekening,IB,1839,1949,41,53.202894,5.801281,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/807.1/file/
808.1,Post- en telegraafgebouw,Tweebaksmarkt 23-25,Leeuwarden,Fryslân,post & telegraaf,tekening,IB,1889,1948,18,53.201783,5.800705,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/808.1/file/
809.1,Districtsbureau van de P.T.T,Tweebaksmarkt 27,Leeuwarden,Fryslân,overig,tekening,IB,1934,1940,14,53.2014,5.8005,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/809.1/file/
810.1,Rijkslandbouwwinterschool,Vredeman de Vriesstraat 24,Leeuwarden,Fryslân,onderwijs & wetenschap,tekening,IB,1915,1956,25,53.200977,5.810241,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/810.1/file/
811.1,Paleis van Justitie,Wilhelminaplein 1,Leeuwarden,Fryslân,rechtspraak,tekening,IB,,,28,53.199763,5.79242,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/811.1/file/
813.1,Villa,Willemskade 27,Leeuwarden,Fryslân,woningbouw,tekening,IB,1874,1874,1,53.198075,5.793,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/813.1/file/
814.1,Woonhuis van dr T.G. Cath / Ambtenarenwacht van invoerrechten en accijnzen,Willemskade 41,Leeuwarden,Fryslân,douane & opslag,tekening,IB,1929,1929,1,53.198246,5.792508,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/814.1/file/
815.1,Rijks-h.b.s. c.a,Zaailand 104,Leeuwarden,Fryslân,onderwijs & wetenschap,tekening,IB,,,72,53.199196,5.794635,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/815.1/file/
818.1,Algemeen,,Leiden,Zuid-Holland,overig,tekening,IB,1889,1915,6,52.154982,4.485116,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/818.1/file/
819.1,Militair huis van detentie,,Leiden,Zuid-Holland,militair,tekening,IB,1838,1846,2,52.154982,4.485116,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/819.1/file/
821.1,groot auditorium,Nieuw Academiegebouw,Leiden,Zuid-Holland,onderwijs & wetenschap,tekening,IB,1877,1877,1,52.163275,4.486052,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/821.1/file/
822.1,Laboratorium voor vergelijkende pathologie,Boerhavestraat 20-22 / Eerste Binnenvestgracht 20,Leiden,Zuid-Holland,onderwijs & wetenschap,tekening,IB,1905,1915,2,52.165573,4.483265,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/822.1/file/
